epoch,time(s),train_loss,test_loss,test_error(%)
200,00004,4.790459,5.33955,99.65
201,00004,4.809134,5.33708,99.63
202,00005,4.813825,5.34076,99.66
203,00004,4.814653,5.34038,99.69
204,00004,4.769694,5.34198,99.71
205,00005,4.739623,5.34511,99.76
206,00004,4.716729,5.34519,99.75
207,00004,4.785073,5.33842,99.69
208,00005,4.711347,5.33537,99.70
209,00004,4.833362,5.33532,99.73
210,00005,4.760675,5.33454,99.68
211,00004,4.741653,5.33273,99.70
212,00004,4.813857,5.33625,99.71
213,00004,4.860778,5.33880,99.71
214,00004,4.714254,5.34170,99.68
215,00004,4.736411,5.34286,99.71
216,00004,4.689820,5.34395,99.75
217,00004,4.688750,5.34176,99.72
218,00004,4.738677,5.33660,99.71
219,00004,4.832092,5.33380,99.70
220,00004,4.683193,5.33296,99.70
221,00004,4.664016,5.33566,99.66
222,00004,4.717541,5.33011,99.65
223,00004,4.745910,5.32742,99.63
224,00004,4.665532,5.32445,99.57
225,00004,4.741862,5.31997,99.55
226,00004,4.650329,5.31964,99.56
227,00004,4.710031,5.31797,99.55
228,00004,4.688361,5.32185,99.58
229,00004,4.725281,5.32904,99.62
230,00005,4.661414,5.33524,99.66
231,00004,4.676543,5.34185,99.72
232,00004,4.704781,5.34019,99.65
233,00004,4.666716,5.33908,99.68
234,00005,4.586667,5.33443,99.67
235,00004,4.713927,5.33166,99.71
236,00005,4.668294,5.33361,99.65
237,00004,4.671473,5.33135,99.65
238,00004,4.633231,5.33038,99.64
239,00004,4.679258,5.33095,99.62
240,00005,4.646926,5.33659,99.67
241,00004,4.665783,5.34090,99.72
242,00004,4.693102,5.34071,99.78
243,00004,4.621434,5.34509,99.81
244,00005,4.664649,5.34465,99.81
245,00005,4.691261,5.33985,99.78
246,00004,4.654850,5.33932,99.77
247,00005,4.698162,5.33501,99.72
248,00004,4.580230,5.33896,99.77
249,00004,4.682726,5.34418,99.82
250,00005,4.590401,5.34650,99.81
251,00004,4.622291,5.34646,99.81
252,00004,4.669223,5.34211,99.80
253,00004,4.640932,5.33618,99.79
254,00005,4.588550,5.33343,99.76
255,00004,4.620965,5.33552,99.75
256,00004,4.592633,5.33863,99.76
257,00004,4.579389,5.33987,99.79
258,00005,4.634993,5.34095,99.80
259,00004,4.584637,5.33858,99.83
260,00004,4.596742,5.34141,99.84
261,00004,4.572658,5.34416,99.85
262,00004,4.589165,5.34256,99.86
263,00004,4.527632,5.34377,99.84
264,00005,4.583134,5.34421,99.81
265,00004,4.539505,5.34525,99.84
266,00004,4.598466,5.34454,99.83
267,00005,4.573220,5.34429,99.83
268,00004,4.595018,5.34425,99.83
269,00004,4.570892,5.34026,99.82
270,00004,4.538631,5.33600,99.80
271,00004,4.547049,5.33441,99.81
272,00005,4.575938,5.33464,99.80
273,00004,4.531474,5.33351,99.79
274,00004,4.534560,5.33568,99.79
275,00004,4.554543,5.33784,99.82
276,00004,4.614365,5.34137,99.83
277,00005,4.596121,5.34274,99.85
278,00005,4.512966,5.34252,99.85
279,00004,4.539489,5.34828,99.84
280,00004,4.614274,5.34614,99.82
281,00004,4.625635,5.34768,99.82
282,00004,4.547612,5.34616,99.83
283,00004,4.534611,5.34507,99.82
284,00004,4.575303,5.34242,99.81
285,00004,4.575581,5.33598,99.81
286,00004,4.507666,5.33808,99.80
287,00004,4.537729,5.33982,99.81
288,00005,4.521202,5.34011,99.82
289,00004,4.571010,5.33981,99.81
290,00004,4.512711,5.33975,99.82
291,00005,4.464964,5.34247,99.83
292,00004,4.496240,5.34620,99.83
293,00004,4.440082,5.34978,99.84
294,00004,4.465828,5.34873,99.85
295,00004,4.510453,5.34975,99.87
296,00005,4.514550,5.34733,99.87
297,00004,4.456231,5.34540,99.85
298,00004,4.514503,5.34462,99.82
299,00004,4.476621,5.34425,99.82
300,00004,4.524787,5.34301,99.79
301,00004,4.518370,5.34089,99.77
302,00004,4.517927,5.34023,99.79
303,00004,4.455564,5.33763,99.77
304,00005,4.514590,5.33643,99.75
305,00004,4.591359,5.32699,99.71
306,00005,4.457818,5.32933,99.73
307,00004,4.442239,5.33137,99.72
308,00004,4.452143,5.33240,99.74
309,00004,4.510368,5.33566,99.74
310,00004,4.493507,5.33769,99.79
311,00004,4.508267,5.33880,99.78
312,00004,4.484209,5.33748,99.79
313,00004,4.363117,5.33653,99.82
314,00004,4.500256,5.33052,99.77
315,00004,4.507913,5.32568,99.76
316,00004,4.454981,5.32086,99.75
317,00004,4.425464,5.32258,99.75
318,00004,4.480579,5.32501,99.75
319,00005,4.477034,5.33111,99.76
320,00004,4.493680,5.33340,99.79
321,00004,4.400872,5.34072,99.78
322,00004,4.453422,5.34372,99.83
323,00004,4.458456,5.34879,99.84
324,00004,4.428463,5.34997,99.85
325,00004,4.500301,5.34824,99.85
326,00004,4.393952,5.33926,99.82
327,00004,4.419492,5.33467,99.80
328,00004,4.396126,5.33185,99.82
329,00004,4.441196,5.32470,99.80
330,00004,4.452970,5.32512,99.82
331,00004,4.490771,5.32473,99.82
332,00005,4.335481,5.32192,99.83
333,00004,4.466321,5.32441,99.82
334,00004,4.350569,5.31938,99.81
335,00004,4.399709,5.32594,99.84
336,00005,4.393398,5.33147,99.85
337,00004,4.372149,5.33458,99.83
338,00004,4.355359,5.33810,99.83
339,00004,4.398671,5.33598,99.85
340,00004,4.350801,5.34016,99.85
341,00004,4.377619,5.33924,99.83
342,00004,4.431258,5.34053,99.84
343,00004,4.363063,5.33871,99.84
344,00004,4.410837,5.33335,99.82
345,00004,4.352659,5.33402,99.82
346,00004,4.448659,5.33123,99.82
347,00004,4.375495,5.33411,99.79
348,00004,4.332981,5.33512,99.81
349,00004,4.399271,5.33510,99.82
350,00004,4.435885,5.33597,99.82
351,00004,4.396285,5.33555,99.84
352,00004,4.331205,5.33038,99.83
353,00004,4.355219,5.32350,99.83
354,00004,4.357905,5.32057,99.80
355,00005,4.357821,5.32207,99.79
356,00004,4.372625,5.32262,99.75
357,00005,4.399850,5.32113,99.75
358,00004,4.380106,5.31758,99.74
359,00004,4.337674,5.31737,99.72
360,00004,4.333021,5.31794,99.72
361,00004,4.300132,5.32058,99.75
362,00004,4.346998,5.32415,99.80
363,00004,4.422315,5.32355,99.80
364,00004,4.370869,5.32177,99.78
365,00004,4.396480,5.32288,99.80
366,00005,4.408354,5.32488,99.78
367,00004,4.400663,5.33366,99.81
368,00004,4.319507,5.33552,99.84
369,00004,4.386041,5.33469,99.83
370,00004,4.341754,5.33318,99.82
371,00004,4.329861,5.32995,99.83
372,00004,4.362418,5.33201,99.87
373,00004,4.372197,5.33349,99.86
374,00004,4.241489,5.33824,99.87
375,00004,4.361043,5.33858,99.87
376,00005,4.311652,5.33853,99.87
377,00004,4.301602,5.33384,99.87
378,00004,4.362886,5.32775,99.86
379,00004,4.304768,5.32483,99.85
380,00005,4.295920,5.32646,99.85
381,00004,4.388695,5.33209,99.86
382,00004,4.361413,5.33261,99.87
383,00004,4.325260,5.33387,99.87
384,00004,4.343715,5.33596,99.85
385,00004,4.373045,5.33913,99.86
386,00005,4.389399,5.33909,99.85
387,00004,4.367179,5.33907,99.85
388,00004,4.386578,5.34175,99.88
389,00004,4.323529,5.34394,99.88
390,00004,4.333176,5.34496,99.89
391,00004,4.228758,5.34154,99.88
392,00005,4.296630,5.34167,99.87
393,00004,4.263142,5.34099,99.88
394,00004,4.281076,5.33356,99.83
395,00004,4.297137,5.32908,99.83
396,00004,4.303297,5.32895,99.84
397,00004,4.306485,5.33400,99.84
398,00004,4.365496,5.34156,99.86
399,00004,4.419438,5.34513,99.87
400,00004,4.385749,5.34137,99.86
401,00004,4.346912,5.33216,99.83
402,00004,4.233952,5.33052,99.81
403,00004,4.279339,5.33032,99.82
404,00004,4.370171,5.33086,99.81
405,00004,4.255030,5.33081,99.83
406,00004,4.306747,5.32784,99.81
407,00004,4.297852,5.32758,99.81
408,00004,4.238519,5.32408,99.83
409,00004,4.307383,5.32123,99.83
410,00004,4.200725,5.31679,99.84
411,00004,4.362079,5.32224,99.83
412,00004,4.364557,5.32830,99.84
413,00004,4.265825,5.33246,99.88
414,00004,4.253452,5.33338,99.88
415,00004,4.405664,5.33611,99.89
416,00004,4.282139,5.33870,99.89
417,00004,4.284362,5.34320,99.89
418,00004,4.296771,5.34178,99.88
419,00004,4.298399,5.33653,99.86
420,00004,4.286892,5.33778,99.86
421,00004,4.301432,5.33847,99.85
422,00004,4.262949,5.33827,99.86
423,00004,4.284703,5.33863,99.90
424,00004,4.228290,5.33760,99.89
425,00004,4.268878,5.34000,99.90
426,00004,4.273143,5.34907,99.89
427,00004,4.289389,5.35337,99.91
428,00004,4.223012,5.35216,99.93
429,00004,4.307957,5.34951,99.91
430,00004,4.240430,5.35222,99.92
431,00004,4.237831,5.35178,99.92
432,00005,4.288345,5.34935,99.92
433,00004,4.291466,5.34624,99.92
434,00004,4.320862,5.34445,99.89
435,00004,4.148305,5.34216,99.89
436,00004,4.280825,5.33810,99.85
437,00004,4.250818,5.33944,99.88
438,00004,4.267320,5.33628,99.89
439,00004,4.261698,5.33513,99.90
440,00004,4.297859,5.33770,99.90
441,00004,4.320001,5.33921,99.90
442,00004,4.179518,5.33617,99.91
443,00004,4.225916,5.33995,99.91
444,00004,4.224957,5.34162,99.91
445,00004,4.298868,5.34125,99.91
446,00004,4.272424,5.33838,99.91
447,00004,4.350060,5.33189,99.91
448,00004,4.161514,5.33411,99.91
449,00004,4.196209,5.33401,99.90
450,00004,4.196924,5.34245,99.90
451,00004,4.293337,5.34576,99.89
452,00004,4.233369,5.34480,99.89
453,00004,4.150661,5.34194,99.90
454,00004,4.239543,5.34346,99.91
455,00004,4.265027,5.34254,99.91
456,00004,4.124114,5.34035,99.91
457,00004,4.092939,5.33820,99.91
458,00004,4.204658,5.33847,99.91
459,00004,4.235788,5.33516,99.89
460,00004,4.242391,5.33386,99.89
461,00004,4.216516,5.33317,99.90
462,00004,4.175375,5.33109,99.89
463,00004,4.190015,5.32798,99.89
464,00004,4.190995,5.32724,99.88
465,00004,4.183925,5.32385,99.85
466,00004,4.195493,5.32613,99.87
467,00004,4.185575,5.32710,99.88
468,00004,4.256050,5.32703,99.87
469,00004,4.235409,5.32437,99.86
470,00004,4.184710,5.32297,99.85
471,00004,4.198719,5.31811,99.86
472,00005,4.237207,5.31986,99.86
473,00004,4.210187,5.32092,99.86
474,00004,4.260408,5.32435,99.87
475,00004,4.148122,5.32768,99.87
476,00004,4.169204,5.33074,99.89
477,00004,4.134204,5.33346,99.89
478,00004,4.281743,5.33101,99.91
479,00004,4.272971,5.32627,99.90
480,00004,4.233287,5.32670,99.91
481,00005,4.187748,5.32846,99.92
482,00004,4.294311,5.33430,99.92
483,00004,4.221754,5.33687,99.92
484,00005,4.268594,5.33922,99.93
485,00004,4.225204,5.33876,99.90
486,00004,4.170130,5.33543,99.90
487,00004,4.205525,5.33382,99.90
488,00004,4.254953,5.32569,99.88
489,00005,4.151152,5.32671,99.88
490,00004,4.199462,5.32736,99.89
491,00004,4.188964,5.32616,99.89
492,00004,4.199927,5.32291,99.88
493,00004,4.272321,5.31746,99.87
494,00005,4.144625,5.31176,99.86
495,00004,4.167385,5.30872,99.85
496,00004,4.202490,5.30815,99.86
497,00004,4.233354,5.30981,99.86
498,00004,4.216036,5.31127,99.88
499,00004,4.151762,5.31252,99.89
500,00004,4.152707,5.31284,99.87
501,00004,4.189146,5.31312,99.86
502,00004,4.214393,5.31754,99.87
503,00004,4.222420,5.31965,99.88
504,00004,4.177164,5.32046,99.89
505,00004,4.187941,5.31682,99.88
506,00004,4.130338,5.31651,99.88
507,00004,4.159161,5.31648,99.88
508,00004,4.194822,5.31986,99.89
509,00004,4.209311,5.31826,99.89
510,00004,4.192261,5.31973,99.88
511,00004,4.059118,5.31911,99.88
512,00004,4.257075,5.31879,99.88
513,00004,4.164682,5.31745,99.89
514,00004,4.164125,5.31504,99.86
515,00004,4.142665,5.31355,99.87
516,00004,4.109570,5.31014,99.88
517,00004,4.175649,5.30870,99.87
518,00004,4.253276,5.30554,99.88
519,00004,4.158919,5.30770,99.88
520,00004,4.161538,5.31322,99.86
521,00004,4.213780,5.31950,99.86
522,00004,4.181370,5.32017,99.86
523,00004,4.109956,5.32268,99.88
524,00004,4.150115,5.32927,99.89
525,00004,4.137903,5.33471,99.91
526,00004,4.265528,5.33513,99.89
527,00004,4.160876,5.33227,99.89
528,00004,4.232880,5.33187,99.91
529,00005,4.066048,5.32826,99.90
530,00004,4.216068,5.32504,99.90
531,00004,4.109585,5.32249,99.90
532,00004,4.143419,5.31700,99.90
533,00004,4.065007,5.31267,99.88
534,00004,4.121671,5.31098,99.88
535,00004,4.116607,5.30879,99.83
536,00004,4.102983,5.31418,99.82
537,00004,4.169917,5.32020,99.85
538,00005,4.122347,5.32421,99.86
539,00004,4.065551,5.32640,99.86
540,00004,4.158692,5.32626,99.86
541,00005,4.127980,5.32615,99.88
542,00004,4.110969,5.32493,99.89
543,00004,4.118550,5.32583,99.90
544,00004,4.150235,5.32663,99.90
545,00004,4.056158,5.32736,99.89
546,00004,4.107593,5.31925,99.88
547,00004,4.130107,5.31434,99.82
548,00004,4.039996,5.31423,99.83
549,00005,4.153402,5.31542,99.84
550,00004,4.182976,5.31467,99.84
551,00005,4.145555,5.31277,99.82
552,00004,4.174250,5.31655,99.83
553,00004,4.082379,5.31649,99.84
554,00004,4.127640,5.31697,99.85
555,00004,4.159851,5.31438,99.82
556,00004,4.065667,5.30734,99.79
557,00004,4.100262,5.30498,99.76
558,00004,4.142536,5.30009,99.71
559,00004,4.169201,5.30103,99.76
560,00004,4.127669,5.30525,99.81
561,00004,4.115342,5.30942,99.85
562,00005,4.134626,5.30844,99.84
563,00004,4.140826,5.31068,99.86
564,00004,4.110593,5.31119,99.85
565,00004,4.201220,5.31124,99.86
566,00004,4.155770,5.31294,99.86
567,00004,4.070684,5.31611,99.85
568,00004,4.108158,5.32543,99.90
569,00004,4.168970,5.33186,99.90
570,00004,4.068643,5.33179,99.90
571,00004,4.105904,5.33391,99.91
572,00004,4.205661,5.33122,99.91
573,00004,4.097418,5.32772,99.90
574,00004,4.099877,5.32647,99.89
575,00004,4.014361,5.33128,99.89
576,00004,4.001685,5.33712,99.89
577,00004,4.058665,5.33760,99.89
578,00004,4.099758,5.33531,99.92
579,00004,4.110468,5.33288,99.90
580,00004,4.069681,5.32998,99.89
581,00004,4.116198,5.32830,99.89
582,00004,4.092965,5.32777,99.91
583,00004,4.112520,5.32553,99.90
584,00004,4.122644,5.32267,99.90
585,00004,4.090189,5.32324,99.91
586,00004,4.069211,5.32012,99.90
587,00004,4.046997,5.32475,99.90
588,00004,4.046875,5.33044,99.91
589,00005,3.970722,5.33062,99.91
590,00005,4.103528,5.33105,99.89
591,00004,4.085908,5.33262,99.90
592,00004,4.060639,5.32763,99.89
593,00004,4.084821,5.32435,99.89
594,00004,4.107171,5.32268,99.87
595,00004,4.021464,5.32026,99.88
596,00005,4.049676,5.31885,99.89
597,00004,4.122545,5.32018,99.88
598,00004,4.049453,5.32368,99.89
599,00004,4.065278,5.32924,99.89
600,00005,3.921076,5.33143,99.90
601,00004,4.090661,5.33650,99.91
602,00004,3.972112,5.34189,99.93
603,00004,4.034662,5.34232,99.94
604,00004,4.090694,5.33871,99.89
605,00005,4.077659,5.33495,99.89
606,00004,4.065545,5.33109,99.89
607,00004,4.102168,5.32965,99.88
608,00004,3.999099,5.32696,99.89
609,00005,4.056659,5.32014,99.89
610,00004,4.061502,5.31737,99.88
611,00004,3.940746,5.31623,99.84
612,00004,4.070083,5.31677,99.84
613,00004,4.064971,5.31376,99.84
614,00004,4.058559,5.31157,99.84
615,00005,4.106969,5.30981,99.83
616,00004,4.026043,5.31516,99.84
617,00004,4.075506,5.31825,99.86
618,00004,4.042044,5.32435,99.90
619,00004,4.075665,5.32244,99.89
620,00004,4.009333,5.32214,99.89
621,00004,4.052920,5.31958,99.88
622,00005,4.088677,5.31716,99.89
623,00004,4.048870,5.31659,99.89
624,00004,4.149843,5.31581,99.90
625,00005,3.980197,5.31493,99.89
626,00004,4.142242,5.31306,99.85
627,00004,4.065887,5.30705,99.82
628,00004,4.076165,5.30391,99.83
629,00004,4.115280,5.30411,99.82
630,00004,4.045216,5.30894,99.80
631,00004,4.016998,5.32078,99.85
632,00004,3.992206,5.32841,99.86
633,00004,4.176188,5.32546,99.86
634,00004,4.098434,5.32159,99.87
635,00004,4.055485,5.31724,99.87
636,00004,4.095068,5.31675,99.88
637,00004,4.050930,5.32396,99.88
638,00004,4.120522,5.32905,99.88
639,00004,4.135586,5.32975,99.89
640,00004,3.961870,5.32711,99.88
641,00004,4.070157,5.32618,99.89
642,00005,4.046616,5.32239,99.89
643,00004,3.984400,5.32533,99.89
644,00004,3.965287,5.32257,99.89
645,00004,4.059077,5.32092,99.89
646,00004,4.093863,5.32113,99.90
647,00004,4.014290,5.32147,99.89
648,00005,4.012149,5.32214,99.89
649,00004,4.025423,5.32469,99.90
650,00004,4.042261,5.33055,99.91
651,00004,4.069515,5.32929,99.92
652,00004,4.037610,5.32978,99.90
653,00004,4.048394,5.33053,99.91
654,00004,4.166219,5.33145,99.91
655,00004,4.014397,5.33157,99.91
656,00004,4.073556,5.33154,99.90
657,00005,4.073153,5.33400,99.89
658,00004,3.966588,5.33133,99.88
659,00004,3.990076,5.32654,99.87
660,00004,3.997241,5.32168,99.86
661,00004,3.942452,5.31905,99.86
662,00005,4.083313,5.31002,99.85
663,00005,3.990670,5.30308,99.84
664,00004,3.955707,5.30182,99.83
665,00004,3.962071,5.30075,99.83
666,00004,3.998840,5.30180,99.81
667,00005,4.001366,5.30193,99.79
668,00004,3.971925,5.30018,99.82
669,00004,3.998426,5.29738,99.76
670,00004,4.086987,5.29611,99.79
671,00004,3.970543,5.29423,99.77
672,00004,3.971607,5.29458,99.79
673,00004,4.040383,5.29605,99.81
674,00004,4.122633,5.30138,99.87
675,00004,3.995485,5.30180,99.88
676,00004,4.066771,5.30442,99.88
677,00004,3.989701,5.30962,99.87
678,00004,4.023362,5.30748,99.87
679,00004,4.060714,5.30852,99.87
680,00004,4.003797,5.31037,99.88
681,00004,3.982308,5.30755,99.86
682,00004,4.066471,5.30156,99.85
683,00004,3.920054,5.29789,99.82
684,00004,4.066127,5.29566,99.83
685,00004,4.021876,5.29603,99.78
686,00004,3.953055,5.29527,99.79
687,00004,3.934711,5.29761,99.82
688,00004,4.045334,5.30121,99.83
689,00004,3.979041,5.30662,99.88
690,00004,3.998405,5.30882,99.89
691,00004,3.997966,5.31430,99.89
692,00004,3.963263,5.31974,99.88
693,00004,3.945762,5.32023,99.89
694,00004,4.025560,5.31946,99.89
695,00004,3.972081,5.32333,99.91
696,00004,3.947275,5.32898,99.92
697,00004,4.069279,5.32873,99.92
698,00004,4.021873,5.32944,99.90
699,00004,3.907959,5.32660,99.90
700,00004,4.064560,5.32617,99.90
701,00004,3.969188,5.32567,99.91
702,00004,3.995459,5.32347,99.91
703,00004,4.017321,5.31767,99.89
704,00004,4.030904,5.31183,99.89
705,00004,3.985441,5.30476,99.87
706,00004,3.968624,5.29953,99.86
707,00004,3.980237,5.29953,99.85
708,00004,4.024000,5.29784,99.84
709,00004,3.949268,5.29898,99.85
710,00004,3.992832,5.30319,99.84
711,00004,4.045868,5.30722,99.84
712,00005,4.090633,5.31087,99.89
713,00005,4.049520,5.31494,99.89
714,00004,3.987259,5.31569,99.90
715,00004,3.989516,5.31311,99.90
716,00004,4.020409,5.31175,99.89
717,00005,3.927537,5.31068,99.88
718,00004,3.992953,5.30977,99.87
719,00004,3.966284,5.30722,99.87
720,00004,3.941242,5.30337,99.84
721,00004,4.031449,5.30171,99.82
722,00004,3.973030,5.30090,99.81
723,00004,4.013915,5.30234,99.82
724,00004,4.030968,5.30752,99.87
725,00004,3.932481,5.31190,99.89
726,00004,3.936856,5.31344,99.89
727,00004,3.955507,5.31215,99.90
728,00004,3.955062,5.30922,99.91
729,00004,4.051014,5.31013,99.91
730,00004,4.041975,5.30970,99.91
731,00004,4.009008,5.31512,99.92
732,00005,3.936450,5.31479,99.90
733,00004,4.002891,5.31578,99.90
734,00004,3.912519,5.31548,99.91
